dataset,train_seed,analysis_seed,receiver_i,neighbor_j,edge_id,label_i,label_j,degree_i,degree_j,edge_norm,receiver_degree_bin,receiver_correct_full,full_confidence,sim_text,sim_visual,L_null,L_text,L_visual,L_joint,Q_text,Q_visual,Q_joint,S_exact,S_norm,Q_text_1,Q_visual_1,Q_joint_1,Q_text_2,Q_visual_2,Q_joint_2,S_second,best_exact,best_first,best_second
Grocery,42,12345,15060,10042,79101,19,12,28,43,0.02881952002644539,3,True,0.6473015546798706,0.9586465954780579,0.5960288643836975,0.40827473998069763,0.4252805709838867,0.41754037141799927,0.4349430203437805,-0.017005831003189087,-0.009265631437301636,-0.026668280363082886,-0.0003968179225921631,-0.00749565102159977,-0.016682121491400016,-0.008999108067976769,-0.025681229559376767,-0.017003131703316462,-0.009270565169069128,-0.02666337989809886,-0.0003896830257132701,0,0,0
Grocery,42,12345,10768,6287,43000,13,8,378,4,0.025717224925756454,3,True,0.8838128447532654,0.9939601421356201,0.7310512661933899,0.1369650959968567,0.13022179901599884,0.13009484112262726,0.1235099509358406,0.006743296980857849,0.006870254874229431,0.013455145061016083,-0.0001584067940711975,-0.005852026864886284,0.006979209117389191,0.00715960840559083,0.014138817522980018,0.006736978991555539,0.006860682168364568,0.013434301520805006,-0.0001633596391151012,3,3,3
Grocery,42,12345,5000,5661,37406,7,7,6,9,0.13608276844024658,2,True,0.9955660700798035,0.9811080694198608,0.9580730199813843,0.01317521557211876,0.012523227371275425,0.004755971021950245,0.004443770740181208,0.0006519882008433342,0.008419244550168514,0.008731445297598839,-0.00033978745341300964,-0.01908630132675171,0.0007483996981038489,0.013582516752339863,0.014330916450443713,0.0006468661610292224,0.006435534682129224,0.006535626643274288,-0.0005467741998841586,3,3,3
Grocery,42,12345,465,377,1705,1,1,3,9,0.19245009124279022,1,True,0.9852574467658997,0.9755983948707581,0.6477206945419312,0.05606735870242119,0.029243456199765205,0.027754541486501694,0.014852306805551052,0.026823902502655983,0.028312817215919495,0.04121505096554756,-0.013921668753027916,-0.14448793232440948,0.03792922667346776,0.04128628792222168,0.07921551459568943,0.024006315331725994,0.02440702809266443,0.020253326008377245,-0.028160017416013178,3,3,2
Grocery,42,12345,13213,13210,111356,15,15,9,2,0.2357022762298584,2,True,0.9982553124427795,0.9591401815414429,0.9702986478805542,0.005260198377072811,0.0048250192776322365,0.001909815357066691,0.0017462018877267838,0.00043517909944057465,0.003350383136421442,0.0035139964893460274,-0.0002715657465159893,-0.03720298781991005,0.00045520173233364964,0.005559407101681787,0.006014608834015436,0.0004344416020010378,0.0023777390043809308,0.0023465487182863873,-0.0004656318880955812,3,3,2
Grocery,42,12345,41,299,1362,1,1,7,6,0.15430335700511932,2,True,0.968598484992981,0.9822538495063782,0.7377089262008667,0.054941996932029724,0.03226705640554428,0.054211340844631195,0.03190513700246811,0.022674940526485443,0.000730656087398529,0.023036859929561615,-0.0003687366843223572,-0.007939644157886505,0.02930127710438757,0.0007508460522004587,0.03005212315658802,0.021496297283230166,0.0007304684818361501,0.021743935817598013,-0.0004828299474683036,3,3,3
Grocery,42,12345,12838,4019,21224,14,8,1,129,0.08804509043693542,0,True,0.7021214962005615,0.7332946062088013,0.8124086260795593,0.2549619674682617,0.2757761776447296,0.3285493552684784,0.3536488711833954,-0.020814210176467896,-0.07358738780021667,-0.09868690371513367,-0.004285305738449097,-0.022193478420376778,-0.019601195343475063,-0.06089810620922729,-0.08049930155270237,-0.020788193165100093,-0.07183577250970993,-0.09644566355687134,-0.0038216978820613118,0,0,0
Grocery,42,12345,11470,11943,100805,13,13,12,15,0.07453560084104538,3,True,0.9998993873596191,0.9842737913131714,0.9703816175460815,0.00014184899919200689,0.00013243274588603526,0.00010859376925509423,0.0001006075763143599,9.416253305971622e-06,3.3255229936912656e-05,4.124142287764698e-05,-1.4300603652372956e-06,-0.01704016700387001,1.0185435513424465e-05,3.8733477912847856e-05,4.891891342627231e-05,9.469082732836087e-06,3.2571219420210154e-05,4.0174973345756986e-05,-1.8653288072892539e-06,3,3,3
Grocery,42,12345,4626,5456,36168,7,7,22,19,0.048911601305007935,3,True,0.9944517016410828,0.8686728477478027,0.9325363039970398,0.006073234602808952,0.006005694158375263,0.005626555532217026,0.005563727114349604,6.754044443368912e-05,0.0004466790705919266,0.0005095074884593487,-4.7120265662670135e-06,-0.004602770321071148,6.809741099485014e-05,0.00046409655033905633,0.0005321939613339064,6.748418209992012e-05,0.00044625395780520047,0.0005089148996114357,-4.823240293684952e-06,3,3,3
Grocery,42,12345,13699,5083,32798,16,8,9,76,0.03823595866560936,2,True,0.9899958372116089,0.8958961963653564,0.4736018776893616,0.00851724948734045,0.008365589193999767,0.010251014493405819,0.01005453523248434,0.00015166029334068298,-0.0017337650060653687,-0.0015372857451438904,4.481896758079529e-05,0.013094542548060417,0.00016730720362331732,-0.0015528352394689928,-0.0013855280358456752,0.00015125998760935988,-0.0017195524633754507,-0.0015265550576590826,4.173741810700824e-05,1,1,1
Grocery,42,12345,7747,6345,43494,10,10,3,52,0.0800640806555748,1,True,0.9800527691841125,0.9801638722419739,0.9808323383331299,0.03136356920003891,0.02914573810994625,0.021762847900390625,0.02014883980154991,0.002217831090092659,0.009600721299648285,0.011214729398488998,-0.0006038229912519455,-0.02621522918343544,0.0024384364742291225,0.011567373005598326,0.01400580947982745,0.002196875051169797,0.00933216205653786,0.010750832794516815,-0.0007782043131908407,3,3,3
Grocery,42,12345,2664,4520,26772,4,7,1,61,0.12803687155246735,0,False,0.8632904291152954,0.931331992149353,0.9164651036262512,4.049751281738281,4.131937026977539,4.530248641967773,4.612943649291992,-0.08218574523925781,-0.4804973602294922,-0.5631923675537109,-0.0005092620849609375,-0.0004523254174273461,-0.08153898369643373,-0.4530613542823894,-0.534600337978823,-0.08222112245931393,-0.48453741399059413,-0.5674821709151221,-0.0007236344652140625,0,0,0
Grocery,42,12345,13289,14644,126468,16,15,34,26,0.03363363817334175,3,False,0.9801479578018188,0.32323360443115234,0.6550098061561584,4.0527849197387695,4.020995140075684,4.0306525230407715,3.9988791942596436,0.03178977966308594,0.022132396697998047,0.05390572547912598,-1.6450881958007812e-05,-0.0001525660918559879,0.03179681721505727,0.022136818114137646,0.05393363532919489,0.03178756032895355,0.022131078874469485,0.053905908089688946,-1.2731113734090055e-05,3,3,3
Grocery,42,12345,3872,5398,35555,8,8,6,95,0.041885390877723694,2,True,0.9012486338615417,0.9271385073661804,0.9259714484214783,0.10837072134017944,0.11152967065572739,0.10133764147758484,0.10397408157587051,-0.003158949315547943,0.0070330798625946045,0.0043966397643089294,0.0005225092172622681,0.035816073417663574,-0.002939391481851606,0.007593366241817183,0.004653974759965575,-0.0031544468386731695,0.00700772461359028,0.0043837955353842484,0.0005305177604671375,2,2,2
Grocery,42,12345,14141,8656,62912,16,12,6,77,0.04652421176433563,2,True,0.6064841151237488,0.9303706884384155,0.9132292866706848,0.5758225321769714,0.5599404573440552,0.5140312314033508,0.5000767707824707,0.01588207483291626,0.061791300773620605,0.07574576139450073,-0.0019276142120361328,-0.012564364820718765,0.016921853648115253,0.06676110447967046,0.08368295812778574,0.01584364482446409,0.06144915440447376,0.07514252967424433,-0.0021502695546935235,3,3,3
Grocery,42,12345,13863,13842,118273,15,15,12,7,0.10910893976688385,3,False,0.2914445102214813,0.8639955520629883,0.8495294451713562,1.4934113025665283,1.4907974004745483,1.2627023458480835,1.2607076168060303,0.0026139020919799805,0.23070895671844482,0.23270368576049805,-0.0006191730499267578,-0.001328621874563396,0.0026750863546360394,0.2444864262822619,0.2471615126368981,0.0026129132319893003,0.23048851074447763,0.23237704849093874,-0.0007243754855282003,3,3,3
Grocery,42,12345,15795,11029,91585,17,13,4,8,0.1767766922712326,1,True,0.9547138810157776,0.8884682655334473,0.4819810092449188,0.057968199253082275,0.08209880441427231,0.03272853046655655,0.04634356498718262,-0.024130605161190033,0.025239668786525726,0.011624634265899658,0.010515570640563965,0.17240075767040253,-0.01908927139707619,0.033197382867944464,0.014108111470868274,-0.023450972956192598,0.023700400668782328,0.011117397242956876,0.010867969530367148,2,2,2
Grocery,42,12345,14112,14113,121172,15,15,7,21,0.0824786126613617,2,True,0.9948815107345581,0.9860787391662598,0.9573085904121399,0.009570431895554066,0.009085385128855705,0.005440903827548027,0.005131645128130913,0.00048504676669836044,0.004129528068006039,0.004438786767423153,-0.00017578806728124619,-0.01941686123609543,0.0005039750010160669,0.0055700518112088825,0.006074026812224949,0.0004843210604455501,0.003796553572270803,0.004046348164356452,-0.0002345264683599013,3,3,3
Grocery,42,12345,6024,4803,30093,7,7,8,31,0.0635000616312027,2,True,0.9049686789512634,0.9756029844284058,0.8117868900299072,0.15254473686218262,0.14646869897842407,0.10441265255212784,0.0998549535870552,0.006076037883758545,0.04813208431005478,0.05268978327512741,-0.001518338918685913,-0.014203635044395924,0.006338621528568834,0.05765665428457702,0.06399527581314586,0.006071131671596149,0.04702313893921589,0.05132624707689422,-0.0017680235339178202,3,3,3
Grocery,42,12345,9713,8859,65563,12,12,2,2,0.5,1,True,0.9880738854408264,0.9556432366371155,0.9365012645721436,0.028793806210160255,0.01778476871550083,0.019385874271392822,0.011997797526419163,0.011009037494659424,0.009407931938767433,0.016796007752418518,-0.003620961681008339,-0.09730371087789536,0.02050698898910022,0.015860912823736816,0.03636790181283703,0.004230504405950738,0.006326888612023301,-0.005504557834061431,-0.01606195085203547,3,3,2
Grocery,42,12345,14236,3842,18924,16,4,2,4,0.3535533845424652,1,False,0.9316791296005249,0.968559980392456,0.9467071294784546,1.6335723400115967,1.1756713390350342,3.50177001953125,2.8838274478912354,0.4579010009765625,-1.8681976795196533,-1.2502551078796387,0.16004157066345215,0.04474992677569389,0.5106776005200124,-1.4207617055586104,-0.9100841050385977,0.4624558138949197,-2.1977496252616047,-1.4774150770802716,0.2578787342864133,1,1,1
Grocery,42,12345,14181,13959,119357,16,16,36,23,0.03475240245461464,3,True,0.9407209157943726,0.9567066431045532,0.548315167427063,0.0653190165758133,0.05906948447227478,0.06766839325428009,0.06110874563455582,0.006249532103538513,-0.002349376678466797,0.004210270941257477,0.0003101155161857605,0.02421039156615734,0.0066633438592786495,-0.0022699886465500662,0.004393355212728583,0.006233057236553191,-0.0023489056210073338,0.004205852121217438,0.00032170050567158085,1,1,1
Grocery,42,12345,1343,12636,106977,2,14,2,14,0.18898224830627441,1,False,0.5427295565605164,0.7582772970199585,0.8963243961334229,6.560410976409912,6.379089832305908,6.845177173614502,6.668191432952881,0.1813211441040039,-0.28476619720458984,-0.10778045654296875,-0.0043354034423828125,-0.007554707583039999,0.18255470062815266,-0.24436524465775117,-0.06181054402959847,0.18137225160902354,-0.28054825374548786,-0.10288228233957175,-0.003706280203107426,1,1,1
Grocery,42,12345,11885,12097,102165,13,13,1,68,0.12126781791448593,0,True,0.9706478714942932,0.9691768288612366,0.8866999745368958,0.0421314463019371,0.03973326086997986,0.031662628054618835,0.029791494831442833,0.002398185431957245,0.010468818247318268,0.01233995147049427,-0.0005270522087812424,-0.020908990874886513,0.002856005342854303,0.01251084507191853,0.015366850414772829,0.0023642543517086384,0.010169580207663585,0.011795204600850144,-0.0007386299585220787,3,3,3
Grocery,42,12345,5376,6059,41421,7,7,3,25,0.1154700443148613,1,True,0.9503921866416931,0.9869469404220581,0.9266893863677979,0.11692573875188828,0.10367998480796814,0.05837815999984741,0.050880566239356995,0.013245753943920135,0.05854757875204086,0.06604517251253128,-0.005748160183429718,-0.04170212894678116,0.014618911280894152,0.08230453167130515,0.09692344295219932,0.013168185073861959,0.052598191173516565,0.05757531026242245,-0.008191065984956072,3,3,3
Grocery,42,12345,3717,3468,16604,3,3,1,1,1.0,0,False,0.6394497752189636,0.986650288105011,0.9369657039642334,1.0973995923995972,0.3154832124710083,2.4999637603759766,1.149376630783081,0.7819163799285889,-1.4025641679763794,-0.05197703838348389,0.5686707496643066,0.2542729675769806,1.2896603734506407,-0.2634216117064997,1.0262387617441415,0.5999239258522463,-1.7837804262897508,-1.6244380527585116,-0.44058155232100704,1,1,1
Grocery,42,12345,6918,7527,53031,10,10,7,88,0.04029114916920662,2,True,0.9972641468048096,0.9916000962257385,0.9778589606285095,0.0033671134151518345,0.0032947564031928778,0.0028008301742374897,0.002739607123658061,7.235701195895672e-05,0.0005662832409143448,0.0006275062914937735,-1.1133961379528046e-05,-0.008793510496616364,7.438331312723559e-05,0.0006225468525340282,0.0006969301656612637,7.22887792154731e-05,0.0005625236424346829,0.0006223325976750787,-1.2479823975077324e-05,3,3,3
Grocery,42,12345,7136,6608,45423,9,9,14,78,0.03026137873530388,3,True,0.9999178647994995,0.949051022529602,0.883008599281311,0.0001003691868390888,9.107174992095679e-05,9.047575440490618e-05,8.21318244561553e-05,9.297436918132007e-06,9.893432434182614e-06,1.8237362382933497e-05,-9.535069693811238e-07,-0.025468802079558372,9.861953638597781e-06,1.0193285460169122e-05,2.0055239098766912e-05,9.286920966246482e-06,9.591938325443915e-06,1.802315301911411e-05,-8.557062725762873e-07,3,3,3
Grocery,42,12345,3881,5810,38797,8,8,3,10,0.18257418274879456,1,True,0.9928682446479797,0.9193727374076843,0.9268323183059692,0.007220128085464239,0.014781598001718521,0.003398121800273657,0.007157281041145325,-0.007561469916254282,0.0038220062851905823,6.284704431891441e-05,0.003802310675382614,0.33218589425086975,-0.005096536933478318,0.0057690278443571375,0.0006724909108788216,-0.006990603517285733,0.0030071715163129003,-0.0003105087366576135,0.0036729232643152193,2,2,2
Grocery,42,12345,1354,581,2537,1,1,3,6,0.2357022762298584,1,True,0.9999808073043823,0.859081506729126,0.9663752317428589,8.320462075062096e-05,6.305972783593461e-05,2.4199192921514623e-05,1.9192511899746023e-05,2.0144892914686352e-05,5.9005426010116935e-05,6.401210703188553e-05,-1.5138211892917752e-05,-0.10573413223028183,2.506112120895563e-05,0.0001057909564331968,0.00013085207764215246,1.935021070631314e-05,3.5199869330308965e-05,1.904743340365755e-05,-3.5502646632964554e-05,3,3,2
Grocery,42,12345,14304,15034,130795,15,18,3,184,0.042562827467918396,1,False,0.3543267548084259,0.9781591892242432,0.7840417623519897,2.5384325981140137,2.5453455448150635,2.4351418018341064,2.4423277378082275,-0.006912946701049805,0.10329079627990723,0.09610486030578613,-0.00027298927307128906,-0.0013232083292677999,-0.006837816263385605,0.10680437743993648,0.09996656117655084,-0.006912713740935429,0.10314280918944811,0.09594402151788001,-0.00028607393063267983,2,2,2
Grocery,42,12345,11104,11102,92335,13,13,4,4,0.25,1,True,0.981257438659668,0.9888992309570312,0.9208613634109497,0.054473843425512314,0.0687979981303215,0.016817105934023857,0.018920421600341797,-0.014324154704809189,0.037656739354133606,0.03555342182517052,0.0122208371758461,0.13961194455623627,-0.009594182871506634,0.06716095788638737,0.05756677501488072,-0.013679232778843729,0.022820502488698248,0.027336539866882236,0.018195270157027717,2,2,3
Grocery,42,12345,1662,1215,5098,1,1,2,13,0.1961161345243454,1,True,0.9909147024154663,0.958744466304779,0.8310669660568237,0.04645782336592674,0.03713176026940346,0.011433318257331848,0.009126848541200161,0.009326063096523285,0.035024505108594894,0.03733097389340401,-0.007019594311714172,-0.08593855798244476,0.010967482530665207,0.06584143891777612,0.07680892144844136,0.009116411683833843,0.018792539133415123,0.012576934595505268,-0.015332016221743698,3,3,2
Grocery,42,12345,14514,14992,130166,16,16,13,16,0.06933752447366714,3,True,0.9768164753913879,0.9934258460998535,0.7566767930984497,0.034004874527454376,0.031082449480891228,0.025835182517766953,0.023456469178199768,0.0029224250465631485,0.008169692009687424,0.010548405349254608,-0.000543711706995964,-0.025124693289399147,0.00311338103316159,0.009602282431882079,0.01271566346504367,0.002910846311350718,0.007994553202459714,0.010251581740767079,-0.0006538177730433525,3,3,3
Grocery,42,12345,11624,11612,97330,13,13,3,4,0.28867512941360474,1,True,0.9998677968978882,0.9958334565162659,0.995861291885376,0.0019421778852120042,0.0020990974735468626,0.0001370812824461609,0.00013219437096267939,-0.00015691958833485842,0.0018050966318696737,0.0018099835142493248,0.00016180635429918766,0.042896587401628494,-3.5231421993875325e-06,0.00528790639548716,0.005284383253287771,-0.00018898623177649048,-0.0020314998541314582,-0.001991864414573252,0.00022862167133469685,3,2,0
Grocery,42,12345,10370,9984,78541,12,12,97,28,0.01918823830783367,3,True,0.9999382495880127,0.8930684924125671,0.9140534400939941,6.3774932641536e-05,6.16293036728166e-05,6.401333666872233e-05,6.174850568640977e-05,2.145628968719393e-06,-2.3840402718633413e-07,2.026426955126226e-06,1.1920201359316707e-07,0.026965975761413574,2.214121005346752e-06,-1.2742221964140666e-07,2.086698785705345e-06,2.1708873471858943e-06,-1.4637000352217738e-07,2.047010087802577e-06,2.2492744138860265e-08,1,1,1
Grocery,42,12345,14083,14061,120508,16,16,8,8,0.125,2,True,0.9957279562950134,0.83716881275177,0.9567830562591553,0.006393573246896267,0.004474627319723368,0.006163636222481728,0.004281165078282356,0.0019189459271728992,0.00022993702441453934,0.0021124081686139107,-3.647478297352791e-05,-0.008559541776776314,0.002313476486142575,0.00032442050223231315,0.00263789698837489,0.001864178830791161,0.00021795427906605197,0.002015045346312347,-6.708776354486619e-05,3,3,3
Grocery,42,12345,2913,2985,13479,5,5,3,3,0.3333333432674408,1,True,0.42299890518188477,0.9678308963775635,0.6194935441017151,1.4473321437835693,0.9087860584259033,1.4634227752685547,0.8603852987289429,0.538546085357666,-0.01609063148498535,0.5869468450546265,0.0644913911819458,0.056492920964956284,0.6605691428378699,0.05679312571561935,0.717362268553489,0.5421352159511933,-0.02765993757771059,0.5738208650419696,0.059345586668486904,3,3,3
Grocery,42,12345,6138,6154,41917,8,8,1,8,0.3535533845424652,0,True,0.9946098327636719,0.9721285104751587,0.954738974571228,0.0085811922326684,0.010294080711901188,0.004161627031862736,0.005404741503298283,-0.001712888479232788,0.004419565200805664,0.003176450729370117,0.0004697740077972412,0.05046496167778969,-0.001137082154816302,0.009235057661280409,0.008097975506464102,-0.0016426736167205551,0.0005739194858411147,-0.0003695955363392355,0.0006991585945402049,2,2,2
Grocery,42,12345,6708,9097,68053,9,12,2,69,0.08512565493583679,1,False,0.5185984373092651,0.9343956708908081,0.8181757926940918,3.809157371520996,3.7808775901794434,4.022874355316162,3.994246482849121,0.028279781341552734,-0.21371698379516602,-0.185089111328125,0.00034809112548828125,0.0008150377543643117,0.03280944534672039,-0.21149945969288758,-0.1786900143461672,0.028345947955619417,-0.21361103841727125,-0.18497268255131344,0.00029240791033838254,1,1,1
Grocery,42,12345,12865,12176,103064,14,14,4,9,0.1666666716337204,1,True,0.6480842232704163,0.9729448556900024,0.7696301937103271,0.4324420094490051,0.3827757239341736,0.4794028699398041,0.43373459577560425,0.04966628551483154,-0.04696086049079895,-0.001292586326599121,-0.003998011350631714,-0.04082947224378586,0.05886258062792579,-0.003437650816974197,0.05542492981095157,0.04915915572995781,-0.054173479889901226,-0.020751928403484804,-0.01573760424354139,1,1,1
Grocery,42,12345,8661,10119,80040,12,12,34,51,0.024014605209231377,3,True,0.9921393990516663,0.925142228603363,0.9338133335113525,0.008338162675499916,0.00798675324767828,0.00823755282908678,0.007891666144132614,0.0003514094278216362,0.00010060984641313553,0.00044649653136730194,-5.522742867469788e-06,-0.006146448664367199,0.00036072258997637153,0.00010271501657922068,0.0004634376065555923,0.00035118503683609684,0.00010054904541721029,0.0004458730891301136,-5.86099312319352e-06,3,3,3
Grocery,42,12345,16545,13977,119571,17,16,14,108,0.025717224925756454,3,True,0.3410002589225769,0.8615071177482605,0.8800308108329773,1.0486783981323242,1.089102029800415,1.0354881286621094,1.0758719444274902,-0.04042363166809082,0.013190269470214844,-0.027193546295166016,3.981590270996094e-05,0.0004927256377413869,-0.039884597202638525,0.013714903246467876,-0.02616969395617065,-0.040424750735114666,0.013187190157814353,-0.027182193051869197,5.5367525431115894e-05,2,2,2
Grocery,42,12345,12506,12823,107960,14,14,1,18,0.2357022762298584,0,True,0.7381282448768616,0.9498898983001709,0.8210540413856506,0.3702794015407562,0.3039165437221527,0.3708491623401642,0.303637832403183,0.06636285781860352,-0.000569760799407959,0.06664156913757324,0.0008484721183776855,0.006352065596729517,0.07327792729606318,0.028685504828380726,0.10196343212444395,0.06603303850899535,-0.0015576259721836738,0.06100318032448954,-0.0034722322123221377,3,3,1
Grocery,42,12345,6989,8137,57822,9,9,9,9,0.1111111119389534,2,True,0.9988266825675964,0.9809284806251526,0.9405333995819092,0.0019426537910476327,0.001867456827312708,0.001291037304326892,0.0011739989276975393,7.51969637349248e-05,0.0006516164867207408,0.0007686548633500934,4.1841412894427776e-05,0.02797861583530903,0.00013508003909244433,0.0008464679814007361,0.0009815480204931801,6.901085237445439e-05,0.0006106061973207532,0.0007301103377732698,5.0493288078062143e-05,3,3,3
Grocery,42,12345,7651,2301,9971,11,5,1,6,0.40824827551841736,0,True,0.5755019187927246,0.8945772051811218,0.7910180687904358,0.6677023768424988,0.7247519493103027,0.4335309863090515,0.5525124669075012,-0.057049572467803955,0.23417139053344727,0.11518990993499756,-0.06193190813064575,-0.15238742530345917,0.0554147471751147,0.34578686394385333,0.401201611118968,-0.03282315978199388,0.21834518719301066,0.16603014846865916,-0.019491878942357627,2,3,2
Grocery,42,12345,9986,10700,86767,12,12,20,47,0.032616402953863144,3,True,0.9802432656288147,0.5330965518951416,0.916999340057373,0.02044438011944294,0.02058218978345394,0.019822711125016212,0.019954530522227287,-0.0001378096640110016,0.0006216689944267273,0.0004898495972156525,5.990266799926758e-06,0.004794751759618521,-0.0001371711575549285,0.0006500669272844744,0.0005128957697295455,-0.0001379225254636146,0.000620281023287053,0.0004888997342284632,6.541236405024778e-06,2,2,2
Grocery,42,12345,5849,6007,40928,8,8,2,11,0.21320071816444397,1,True,0.9269545674324036,0.9202386736869812,0.9471560120582581,0.367937833070755,0.4761562943458557,0.05661362409591675,0.0758507177233696,-0.10821846127510071,0.31132420897483826,0.2920871078968048,0.08898136019706726,0.12503884732723236,-0.09469917790503037,0.6697514522901332,0.5750522743851029,-0.1076162819684832,0.1253478866236144,0.16432915760163885,0.14659755294650767,2,2,3
Grocery,42,12345,14663,14998,130210,15,15,16,8,0.0883883461356163,3,True,0.9992477893829346,0.7130322456359863,0.868714451789856,0.0007843278581276536,0.0008125579333864152,0.000726316764485091,0.0007525234250351787,-2.8230075258761644e-05,5.801109364256263e-05,3.180443309247494e-05,2.023414708673954e-06,0.017139505594968796,-2.752916936246739e-05,6.130952486774769e-05,3.3780355505280316e-05,-2.8207188669162324e-05,5.772667386909081e-05,3.171393982337845e-05,2.1944546234499627e-06,2,2,2
Grocery,42,12345,1151,387,1745,1,1,2,3,0.40824827551841736,1,True,0.9999462366104126,0.9721976518630981,0.8762079477310181,0.0009132028790190816,0.00032455421751365066,0.0001559135998832062,5.376194530981593e-05,0.0005886486615054309,0.0007572892936877906,0.0008594409446232021,-0.0004864970105700195,-0.22059465944766998,0.0010281053412137561,0.0017253320532185947,0.0027534373944323514,0.0003808214577493542,-6.613604858710705e-05,-0.0016217567359988845,-0.0019364421451611314,3,3,1
Grocery,42,12345,8160,3788,18584,11,4,2,371,0.03671115264296532,1,True,0.7036510705947876,0.8747811317443848,0.8081817626953125,0.34665119647979736,0.34305843710899353,0.35610446333885193,0.3514726758003235,0.003592759370803833,-0.009453266859054565,-0.004821479320526123,0.0010390281677246094,0.05815180018544197,0.003737923010833503,-0.0061796988376073845,-0.002441775826773885,0.0035926567271154005,-0.009459906356735721,-0.004849239068245758,0.001018010561374563,1,1,1
Grocery,42,12345,5000,5001,32235,7,7,6,15,0.10540925711393356,2,True,0.9955660700798035,0.9896200299263,0.9487487077713013,0.011458302848041058,0.01123365294188261,0.004546305630356073,0.004443770740181208,0.00022464990615844727,0.006911997217684984,0.00701453210785985,-0.00012211501598358154,-0.008629310876131058,0.000249257094735699,0.010750705687703456,0.010999962782439157,0.00022421855410396702,0.005551705732165064,0.0055829368546029615,-0.00019298743166606958,3,3,3
Grocery,42,12345,4721,5063,32597,7,7,8,78,0.0400320403277874,2,True,0.9736392498016357,0.9215377569198608,0.8830733299255371,0.034145668148994446,0.03346110135316849,0.02732684090733528,0.026714427396655083,0.0006845667958259583,0.006818827241659164,0.007431240752339363,-7.215328514575958e-05,-0.004831268917769194,0.0007070548753291231,0.007838495745759113,0.008545550621088235,0.0006844341443264103,0.006707723384748234,0.007314108465560911,-7.804906351373351e-05,3,3,3
Grocery,42,12345,8716,9179,69146,12,12,3,11,0.17407765984535217,1,True,0.5793711543083191,0.6576097011566162,0.7585835456848145,0.5607129335403442,0.5550892949104309,0.5565814971923828,0.5458120107650757,0.00562363862991333,0.004131436347961426,0.014900922775268555,0.005145847797393799,0.20870564877986908,0.006297429985707273,0.0966138811542161,0.10291131113992333,0.00561331595725626,-0.012601503478214246,-0.0012463000286770526,0.005741887492280933,3,3,1
Grocery,42,12345,3450,11410,95690,5,13,45,22,0.031782086938619614,3,False,0.9998793601989746,0.9270678758621216,0.8709337115287781,8.908040046691895,8.898872375488281,9.041640281677246,9.032476425170898,0.009167671203613281,-0.13360023498535156,-0.1244363784790039,-3.814697265625e-06,-1.4276332876761444e-05,0.00916820145199057,-0.1336026860387205,-0.12443448458672993,0.009168190428505607,-0.13360390434887695,-0.12443556212935279,1.517910185599991e-07,1,1,1
Grocery,42,12345,16404,15219,131895,17,17,9,14,0.08908708393573761,2,True,0.6896201968193054,0.9807376861572266,0.7559271454811096,0.3968815505504608,0.4441567063331604,0.3356887996196747,0.3716143071651459,-0.047275155782699585,0.06119275093078613,0.02526724338531494,0.011349648237228394,0.08486659824848175,-0.042557494958013684,0.07261626405026275,0.030058769092249086,-0.04687305162050406,0.05971296482750264,0.024641906181704275,0.011801992974705688,2,2,2
Grocery,42,12345,6411,995,4179,9,1,8,21,0.07715167850255966,2,True,0.993715226650238,0.948722243309021,0.6941664218902588,0.008860201574862003,0.00782034546136856,0.007271964568644762,0.006304613780230284,0.0010398561134934425,0.0015882370062172413,0.0025555877946317196,-7.250532507896423e-05,-0.013987201265990734,0.001270881638872031,0.001787873773310946,0.003058755412182977,0.0010220201927267115,0.0015693069285200535,0.0024877868437670333,-0.00010354027747973174,3,3,3
Grocery,42,12345,11332,10893,90065,13,13,15,14,0.0690065547823906,3,True,0.9995357990264893,0.8876044154167175,0.8787375688552856,0.000573351513594389,0.0006049233488738537,0.00044050050200894475,0.00046433156239800155,-3.157183527946472e-05,0.0001328510115854442,0.00010901995119638741,7.74077489040792e-06,0.028307534754276276,-3.0185370564195902e-05,0.00015129188060814474,0.00012110651004394876,-3.175512454512379e-05,0.0001310562418528503,0.00010811921419675205,8.81809688902554e-06,2,2,2
Grocery,42,12345,1958,2046,8848,3,5,1,2,0.7071067690849304,0,True,0.6440375447273254,0.9742692112922668,0.7317103147506714,0.35036155581474304,0.07269301265478134,1.9156708717346191,0.439998060464859,0.2776685357093811,-1.5653092861175537,-0.08963650465011597,1.1980042457580566,0.6198878884315491,0.5818550101598752,-0.5114479430949496,0.07040706706492554,0.0795768697837872,-1.056488400628293,-0.09748142550177431,0.8794301053427316,1,1,1
Grocery,42,12345,8386,8622,62451,12,12,25,14,0.053452249616384506,3,True,0.9993677735328674,0.9720810651779175,0.9337433576583862,0.0008413827163167298,0.000802075956016779,0.0006641327636316419,0.0006324436399154365,3.930676029995084e-05,0.00017724995268508792,0.00020893907640129328,-7.61763658374548e-06,-0.017902543768286705,4.0467166812345855e-05,0.00019997225207267507,0.00024043941888502097,3.928888370187802e-05,0.00017520774923901055,0.00020567310498394777,-8.823527956940786e-06,3,3,3
